year,month,commodity_group,cpi_value,inflation_rate_pct
2024,4,TRANSPORT,131.7,2.6
2024,5,ALCOHOLIC BEVERAGES AND TOBACCO,176.8,4.2
2024,5,ALL ITEMS,125.6,3.9
2024,5,CLOTHING AND FOOTWEAR,118.4,3.4
2024,5,EDUCATION SERVICES,115.4,3.8
2024,5,FINANCIAL SERVICES,142.4,-0.6
2024,5,FOOD AND NON-ALCOHOLIC BEVERAGES,128.7,5.8
2024,5,"FURNISHINGS, HOUSEHOLD EQUIPMENT AND ROUTINE HOUSEHOLD MAINTENANCE",121.5,3.1
2024,5,HEALTH,122.7,2.9
2024,5,"HOUSING, WATER, ELECTRICITY, GAS, AND OTHER FUELS",119.8,0.9
2024,5,INFORMATION AND COMMUNICATION,103.2,0.5
2024,5,"PERSONAL CARE, AND MISCELLANEOUS GOODS AND SERVICES",119.8,3.4
2024,5,"RECREATION, SPORT AND CULTURE",115.5,3.5
2024,5,RESTAURANTS AND ACCOMMODATION SERVICES,128.2,5.3
2024,5,TRANSPORT,131.1,3.5
2024,6,ALCOHOLIC BEVERAGES AND TOBACCO,177.0,3.8
2024,6,ALL ITEMS,125.6,3.7
2024,6,CLOTHING AND FOOTWEAR,118.5,3.2
2024,6,EDUCATION SERVICES,115.4,3.8
2024,6,FINANCIAL SERVICES,142.4,-0.6
2024,6,FOOD AND NON-ALCOHOLIC BEVERAGES,129.5,6.1
2024,6,"FURNISHINGS, HOUSEHOLD EQUIPMENT AND ROUTINE HOUSEHOLD MAINTENANCE",121.6,2.8
2024,6,HEALTH,122.9,2.9
2024,6,"HOUSING, WATER, ELECTRICITY, GAS, AND OTHER FUELS",118.4,0.1
2024,6,INFORMATION AND COMMUNICATION,103.2,0.5
2024,6,"PERSONAL CARE, AND MISCELLANEOUS GOODS AND SERVICES",120.0,3.2
2024,6,"RECREATION, SPORT AND CULTURE",115.7,3.5
2024,6,RESTAURANTS AND ACCOMMODATION SERVICES,128.4,5.1
2024,6,TRANSPORT,130.7,3.1
2024,7,ALCOHOLIC BEVERAGES AND TOBACCO,177.0,3.4
2024,7,ALL ITEMS,126.5,4.4
2024,7,CLOTHING AND FOOTWEAR,118.7,3.1
2024,7,EDUCATION SERVICES,118.1,6.1
2024,7,FINANCIAL SERVICES,142.4,-0.6
2024,7,FOOD AND NON-ALCOHOLIC BEVERAGES,130.4,6.4
2024,7,"FURNISHINGS, HOUSEHOLD EQUIPMENT AND ROUTINE HOUSEHOLD MAINTENANCE",121.8,2.8
2024,7,HEALTH,123.1,2.8
2024,7,"HOUSING, WATER, ELECTRICITY, GAS, AND OTHER FUELS",120.0,2.3
2024,7,INFORMATION AND COMMUNICATION,103.2,0.5
2024,7,"PERSONAL CARE, AND MISCELLANEOUS GOODS AND SERVICES",120.3,3.2
2024,7,"RECREATION, SPORT AND CULTURE",115.9,3.4
2024,7,RESTAURANTS AND ACCOMMODATION SERVICES,128.6,4.9
2024,7,TRANSPORT,131.5,3.6
2024,8,ALCOHOLIC BEVERAGES AND TOBACCO,177.2,3.3
2024,8,ALL ITEMS,126.6,3.3
2024,8,CLOTHING AND FOOTWEAR,119.0,3.0
2024,8,EDUCATION SERVICES,120.1,5.5
2024,8,FINANCIAL SERVICES,142.4,-0.6
2024,8,FOOD AND NON-ALCOHOLIC BEVERAGES,130.4,3.9
2024,8,"FURNISHINGS, HOUSEHOLD EQUIPMENT AND ROUTINE HOUSEHOLD MAINTENANCE",121.9,2.7
2024,8,HEALTH,123.2,2.6
2024,8,"HOUSING, WATER, ELECTRICITY, GAS, AND OTHER FUELS",120.9,3.8
2024,8,INFORMATION AND COMMUNICATION,103.2,0.5
2024,8,"PERSONAL CARE, AND MISCELLANEOUS GOODS AND SERVICES",120.5,3.0
2024,8,"RECREATION, SPORT AND CULTURE",116.5,3.3
2024,8,RESTAURANTS AND ACCOMMODATION SERVICES,128.7,4.6
2024,8,TRANSPORT,129.6,-0.2
2024,9,ALCOHOLIC BEVERAGES AND TOBACCO,177.5,3.1
2024,9,ALL ITEMS,126.3,1.9
2024,9,CLOTHING AND FOOTWEAR,119.1,2.9
2024,9,EDUCATION SERVICES,120.1,4.3
2024,9,FINANCIAL SERVICES,142.4,-0.6
2024,9,FOOD AND NON-ALCOHOLIC BEVERAGES,129.8,1.4
2024,9,"FURNISHINGS, HOUSEHOLD EQUIPMENT AND ROUTINE HOUSEHOLD MAINTENANCE",122.1,2.6
2024,9,HEALTH,123.5,2.6
2024,9,"HOUSING, WATER, ELECTRICITY, GAS, AND OTHER FUELS",121.2,3.3
2024,9,INFORMATION AND COMMUNICATION,103.2,0.4
2024,9,"PERSONAL CARE, AND MISCELLANEOUS GOODS AND SERVICES",120.7,2.9
2024,9,"RECREATION, SPORT AND CULTURE",116.7,2.8
2024,9,RESTAURANTS AND ACCOMMODATION SERVICES,128.7,4.1
2024,9,TRANSPORT,127.9,-2.4
2024,10,ALCOHOLIC BEVERAGES AND TOBACCO,177.8,3.0
2024,10,ALL ITEMS,126.5,2.3
2024,10,CLOTHING AND FOOTWEAR,119.2,2.7
2024,10,EDUCATION SERVICES,120.1,4.3
2024,10,FINANCIAL SERVICES,142.4,-0.6
2024,10,FOOD AND NON-ALCOHOLIC BEVERAGES,130.4,2.9
2024,10,"FURNISHINGS, HOUSEHOLD EQUIPMENT AND ROUTINE HOUSEHOLD MAINTENANCE",122.2,2.4
2024,10,HEALTH,123.7,2.6
2024,10,"HOUSING, WATER, ELECTRICITY, GAS, AND OTHER FUELS",120.9,2.4
2024,10,INFORMATION AND COMMUNICATION,103.2,0.2
2024,10,"PERSONAL CARE, AND MISCELLANEOUS GOODS AND SERVICES",120.9,2.8
2024,10,"RECREATION, SPORT AND CULTURE",116.9,2.6
2024,10,RESTAURANTS AND ACCOMMODATION SERVICES,128.8,3.9
2024,10,TRANSPORT,128.0,-2.1
2024,11,ALCOHOLIC BEVERAGES AND TOBACCO,178.7,3.1
2024,11,ALL ITEMS,127.0,2.5
2024,11,CLOTHING AND FOOTWEAR,119.3,2.6
2024,11,EDUCATION SERVICES,120.1,4.3
2024,11,FINANCIAL SERVICES,142.4,-0.6
2024,11,FOOD AND NON-ALCOHOLIC BEVERAGES,131.3,3.4
2024,11,"FURNISHINGS, HOUSEHOLD EQUIPMENT AND ROUTINE HOUSEHOLD MAINTENANCE",122.8,2.7
2024,11,HEALTH,124.0,2.6
2024,11,"HOUSING, WATER, ELECTRICITY, GAS, AND OTHER FUELS",120.7,1.9
2024,11,INFORMATION AND COMMUNICATION,103.2,0.2
2024,11,"PERSONAL CARE, AND MISCELLANEOUS GOODS AND SERVICES",121.2,2.9
2024,11,"RECREATION, SPORT AND CULTURE",116.9,2.4
2024,11,RESTAURANTS AND ACCOMMODATION SERVICES,129.0,3.9
2024,11,TRANSPORT,128.5,-1.2
2024,12,ALCOHOLIC BEVERAGES AND TOBACCO,179.5,3.1
2024,12,ALL ITEMS,127.7,2.9
2024,12,CLOTHING AND FOOTWEAR,119.4,2.4
2024,12,EDUCATION SERVICES,120.1,4.3
2024,12,FINANCIAL SERVICES,142.4,-0.6
2024,12,FOOD AND NON-ALCOHOLIC BEVERAGES,132.3,3.4
2024,12,"FURNISHINGS, HOUSEHOLD EQUIPMENT AND ROUTINE HOUSEHOLD MAINTENANCE",123.0,2.7
2024,12,HEALTH,124.2,2.5
2024,12,"HOUSING, WATER, ELECTRICITY, GAS, AND OTHER FUELS",121.2,2.9
2024,12,INFORMATION AND COMMUNICATION,103.2,0.2
2024,12,"PERSONAL CARE, AND MISCELLANEOUS GOODS AND SERVICES",121.5,2.9
2024,12,"RECREATION, SPORT AND CULTURE",117.0,2.5
2024,12,RESTAURANTS AND ACCOMMODATION SERVICES,129.4,3.8
2024,12,TRANSPORT,130.0,0.9
2025,1,ALCOHOLIC BEVERAGES AND TOBACCO,180.9,3.5
2025,1,ALL ITEMS,128.4,2.9
2025,1,CLOTHING AND FOOTWEAR,119.7,2.3
2025,1,EDUCATION SERVICES,120.3,4.2
2025,1,FINANCIAL SERVICES,142.4,0.0
2025,1,FOOD AND NON-ALCOHOLIC BEVERAGES,133.8,3.8
2025,1,"FURNISHINGS, HOUSEHOLD EQUIPMENT AND ROUTINE HOUSEHOLD MAINTENANCE",123.3,2.6
2025,1,HEALTH,124.5,2.5
2025,1,"HOUSING, WATER, ELECTRICITY, GAS, AND OTHER FUELS",121.4,2.2
2025,1,INFORMATION AND COMMUNICATION,103.3,0.2
2025,1,"PERSONAL CARE, AND MISCELLANEOUS GOODS AND SERVICES",121.7,2.8
2025,1,"RECREATION, SPORT AND CULTURE",117.3,2.4
2025,1,RESTAURANTS AND ACCOMMODATION SERVICES,129.6,3.2
2025,1,TRANSPORT,130.3,1.1
2025,2,ALCOHOLIC BEVERAGES AND TOBACCO,181.9,3.4
2025,2,ALL ITEMS,128.1,2.1
2025,2,CLOTHING AND FOOTWEAR,119.9,2.1
2025,2,EDUCATION SERVICES,120.3,4.2
2025,2,FINANCIAL SERVICES,142.4,0.0
2025,2,FOOD AND NON-ALCOHOLIC BEVERAGES,132.6,2.6
2025,2,"FURNISHINGS, HOUSEHOLD EQUIPMENT AND ROUTINE HOUSEHOLD MAINTENANCE",123.5,2.3
2025,2,HEALTH,124.8,2.3
2025,2,"HOUSING, WATER, ELECTRICITY, GAS, AND OTHER FUELS",121.7,1.6
2025,2,INFORMATION AND COMMUNICATION,103.4,0.3
2025,2,"PERSONAL CARE, AND MISCELLANEOUS GOODS AND SERVICES",122.1,2.6
2025,2,"RECREATION, SPORT AND CULTURE",117.7,2.4
2025,2,RESTAURANTS AND ACCOMMODATION SERVICES,130.1,2.8
2025,2,TRANSPORT,130.4,-0.2
2025,3,ALCOHOLIC BEVERAGES AND TOBACCO,182.6,3.6
2025,3,ALL ITEMS,127.8,1.8
2025,3,CLOTHING AND FOOTWEAR,120.0,1.8
2025,3,EDUCATION SERVICES,120.3,4.2
2025,3,FINANCIAL SERVICES,142.4,0.0
2025,3,FOOD AND NON-ALCOHOLIC BEVERAGES,131.8,2.2
2025,3,"FURNISHINGS, HOUSEHOLD EQUIPMENT AND ROUTINE HOUSEHOLD MAINTENANCE",123.7,2.1
2025,3,HEALTH,125.1,2.2
2025,3,"HOUSING, WATER, ELECTRICITY, GAS, AND OTHER FUELS",121.8,1.7
2025,3,INFORMATION AND COMMUNICATION,103.5,0.4
2025,3,"PERSONAL CARE, AND MISCELLANEOUS GOODS AND SERVICES",122.4,2.6
2025,3,"RECREATION, SPORT AND CULTURE",117.7,2.2
2025,3,RESTAURANTS AND ACCOMMODATION SERVICES,130.4,2.3
2025,3,TRANSPORT,129.5,-1.1
2025,4,ALCOHOLIC BEVERAGES AND TOBACCO,183.1,3.7
2025,4,ALL ITEMS,127.3,1.4
2025,4,CLOTHING AND FOOTWEAR,120.1,1.6
2025,4,EDUCATION SERVICES,120.3,4.2
2025,4,FINANCIAL SERVICES,142.4,0.0
2025,4,FOOD AND NON-ALCOHOLIC BEVERAGES,129.9,0.9
2025,4,"FURNISHINGS, HOUSEHOLD EQUIPMENT AND ROUTINE HOUSEHOLD MAINTENANCE",123.8,2.1
2025,4,HEALTH,125.4,2.4
2025,4,"HOUSING, WATER, ELECTRICITY, GAS, AND OTHER FUELS",122.6,2.9
2025,4,INFORMATION AND COMMUNICATION,103.5,0.3
2025,4,"PERSONAL CARE, AND MISCELLANEOUS GOODS AND SERVICES",122.6,2.5
2025,4,"RECREATION, SPORT AND CULTURE",117.8,2.1
2025,4,RESTAURANTS AND ACCOMMODATION SERVICES,130.7,2.3
2025,4,TRANSPORT,128.9,-2.1
2025,5,ALCOHOLIC BEVERAGES AND TOBACCO,183.5,3.8
2025,5,ALL ITEMS,127.2,1.3
2025,5,CLOTHING AND FOOTWEAR,120.3,1.6
2025,5,EDUCATION SERVICES,120.3,4.2
2025,5,FINANCIAL SERVICES,142.4,0.0
2025,5,FOOD AND NON-ALCOHOLIC BEVERAGES,129.8,0.9
2025,5,"FURNISHINGS, HOUSEHOLD EQUIPMENT AND ROUTINE HOUSEHOLD MAINTENANCE",123.9,2.0
2025,5,HEALTH,125.7,2.4
2025,5,"HOUSING, WATER, ELECTRICITY, GAS, AND OTHER FUELS",122.6,2.3
2025,5,INFORMATION AND COMMUNICATION,103.6,0.4
2025,5,"PERSONAL CARE, AND MISCELLANEOUS GOODS AND SERVICES",122.8,2.5
2025,5,"RECREATION, SPORT AND CULTURE",118.0,2.2
2025,5,RESTAURANTS AND ACCOMMODATION SERVICES,130.8,2.0
2025,5,TRANSPORT,127.9,-2.4
2025,6,ALCOHOLIC BEVERAGES AND TOBACCO,183.8,3.8
2025,6,ALL ITEMS,127.3,1.4
2025,6,CLOTHING AND FOOTWEAR,120.5,1.7
2025,6,EDUCATION SERVICES,121.5,5.3
2025,6,FINANCIAL SERVICES,142.4,0.0
2025,6,FOOD AND NON-ALCOHOLIC BEVERAGES,130.0,0.4
2025,6,"FURNISHINGS, HOUSEHOLD EQUIPMENT AND ROUTINE HOUSEHOLD MAINTENANCE",124.2,2.1
2025,6,HEALTH,125.9,2.4
2025,6,"HOUSING, WATER, ELECTRICITY, GAS, AND OTHER FUELS",122.2,3.2
2025,6,INFORMATION AND COMMUNICATION,103.6,0.4
2025,6,"PERSONAL CARE, AND MISCELLANEOUS GOODS AND SERVICES",122.9,2.4
2025,6,"RECREATION, SPORT AND CULTURE",118.3,2.2
2025,6,RESTAURANTS AND ACCOMMODATION SERVICES,131.1,2.1
2025,6,TRANSPORT,128.6,-1.6
2025,7,ALCOHOLIC BEVERAGES AND TOBACCO,184.4,4.2
2025,7,ALL ITEMS,127.7,0.9
2025,7,CLOTHING AND FOOTWEAR,120.8,1.8
2025,7,EDUCATION SERVICES,123.2,4.3
2025,7,FINANCIAL SERVICES,142.4,0.0
2025,7,FOOD AND NON-ALCOHOLIC BEVERAGES,130.1,-0.2
2025,7,"FURNISHINGS, HOUSEHOLD EQUIPMENT AND ROUTINE HOUSEHOLD MAINTENANCE",124.3,2.1
2025,7,HEALTH,126.3,2.6
2025,7,"HOUSING, WATER, ELECTRICITY, GAS, AND OTHER FUELS",122.6,2.2
2025,7,INFORMATION AND COMMUNICATION,103.7,0.5
2025,7,"PERSONAL CARE, AND MISCELLANEOUS GOODS AND SERVICES",123.1,2.3
2025,7,"RECREATION, SPORT AND CULTURE",118.5,2.2
2025,7,RESTAURANTS AND ACCOMMODATION SERVICES,131.5,2.3
2025,7,TRANSPORT,128.9,-2.0
2025,8,ALCOHOLIC BEVERAGES AND TOBACCO,184.7,4.2
2025,8,ALL ITEMS,128.5,1.5
2025,8,CLOTHING AND FOOTWEAR,121.0,1.7
2025,8,EDUCATION SERVICES,123.7,3.0
2025,8,FINANCIAL SERVICES,142.4,0.0
2025,8,FOOD AND NON-ALCOHOLIC BEVERAGES,131.6,0.9
2025,8,"FURNISHINGS, HOUSEHOLD EQUIPMENT AND ROUTINE HOUSEHOLD MAINTENANCE",124.8,2.4
2025,8,HEALTH,126.8,2.9
2025,8,"HOUSING, WATER, ELECTRICITY, GAS, AND OTHER FUELS",123.4,2.1
2025,8,INFORMATION AND COMMUNICATION,103.8,0.6
2025,8,"PERSONAL CARE, AND MISCELLANEOUS GOODS AND SERVICES",123.5,2.5
2025,8,"RECREATION, SPORT AND CULTURE",118.9,2.1
2025,8,RESTAURANTS AND ACCOMMODATION SERVICES,131.7,2.3
2025,8,TRANSPORT,129.2,-0.3
2025,9,ALCOHOLIC BEVERAGES AND TOBACCO,184.8,4.1
2025,9,ALL ITEMS,128.5,1.7
2025,9,CLOTHING AND FOOTWEAR,121.1,1.7
2025,9,EDUCATION SERVICES,123.7,3.0
2025,9,FINANCIAL SERVICES,142.4,0.0
2025,9,FOOD AND NON-ALCOHOLIC BEVERAGES,131.1,1.0
2025,9,"FURNISHINGS, HOUSEHOLD EQUIPMENT AND ROUTINE HOUSEHOLD MAINTENANCE",125.0,2.4
2025,9,HEALTH,127.0,2.8
2025,9,"HOUSING, WATER, ELECTRICITY, GAS, AND OTHER FUELS",123.8,2.1
2025,9,INFORMATION AND COMMUNICATION,103.8,0.6
2025,9,"PERSONAL CARE, AND MISCELLANEOUS GOODS AND SERVICES",123.6,2.4
2025,9,"RECREATION, SPORT AND CULTURE",119.1,2.1
2025,9,RESTAURANTS AND ACCOMMODATION SERVICES,131.8,2.4
2025,9,TRANSPORT,129.2,1.0
2025,10,ALCOHOLIC BEVERAGES AND TOBACCO,185.0,4.0
2025,10,ALL ITEMS,128.6,1.7
2025,10,CLOTHING AND FOOTWEAR,121.3,1.8
2025,10,EDUCATION SERVICES,123.7,3.0
2025,10,FINANCIAL SERVICES,142.4,0.0
2025,10,FOOD AND NON-ALCOHOLIC BEVERAGES,131.1,0.5
2025,10,"FURNISHINGS, HOUSEHOLD EQUIPMENT AND ROUTINE HOUSEHOLD MAINTENANCE",125.1,2.4
2025,10,HEALTH,127.1,2.7
2025,10,"HOUSING, WATER, ELECTRICITY, GAS, AND OTHER FUELS",124.2,2.7
2025,10,INFORMATION AND COMMUNICATION,103.9,0.7
2025,10,"PERSONAL CARE, AND MISCELLANEOUS GOODS AND SERVICES",123.9,2.5
2025,10,"RECREATION, SPORT AND CULTURE",119.1,1.9
2025,10,RESTAURANTS AND ACCOMMODATION SERVICES,131.9,2.4
2025,10,TRANSPORT,129.2,0.9
2025,11,ALCOHOLIC BEVERAGES AND TOBACCO,185.2,3.6
2025,11,ALL ITEMS,128.9,1.5
2025,11,CLOTHING AND FOOTWEAR,121.5,1.8
2025,11,EDUCATION SERVICES,123.7,3.0
2025,11,FINANCIAL SERVICES,142.4,0.0
2025,11,FOOD AND NON-ALCOHOLIC BEVERAGES,131.4,0.1
2025,11,"FURNISHINGS, HOUSEHOLD EQUIPMENT AND ROUTINE HOUSEHOLD MAINTENANCE",125.2,2.0
2025,11,HEALTH,127.3,2.7
2025,11,"HOUSING, WATER, ELECTRICITY, GAS, AND OTHER FUELS",124.2,2.9
2025,11,INFORMATION AND COMMUNICATION,103.9,0.7
2025,11,"PERSONAL CARE, AND MISCELLANEOUS GOODS AND SERVICES",124.1,2.4
2025,11,"RECREATION, SPORT AND CULTURE",119.3,2.1
2025,11,RESTAURANTS AND ACCOMMODATION SERVICES,132.4,2.6
2025,11,TRANSPORT,130.7,1.7
2025,12,ALCOHOLIC BEVERAGES AND TOBACCO,185.5,3.3
2025,12,ALL ITEMS,130.0,1.8
2025,12,CLOTHING AND FOOTWEAR,122.0,2.2
2025,12,EDUCATION SERVICES,123.7,3.0
2025,12,FINANCIAL SERVICES,142.4,0.0
2025,12,FOOD AND NON-ALCOHOLIC BEVERAGES,134.2,1.4
2025,12,"FURNISHINGS, HOUSEHOLD EQUIPMENT AND ROUTINE HOUSEHOLD MAINTENANCE",125.3,1.9
2025,12,HEALTH,127.6,2.7
2025,12,"HOUSING, WATER, ELECTRICITY, GAS, AND OTHER FUELS",124.2,2.5
2025,12,INFORMATION AND COMMUNICATION,103.9,0.7
2025,12,"PERSONAL CARE, AND MISCELLANEOUS GOODS AND SERVICES",124.2,2.2
2025,12,"RECREATION, SPORT AND CULTURE",119.3,2.0
2025,12,RESTAURANTS AND ACCOMMODATION SERVICES,132.5,2.4
2025,12,TRANSPORT,130.4,0.3
